clave,descripcion,unidad,cantidad,valor_unitario,importe,status
01010101,Concepto #1450,H87,2,341.33,682.66,Libre
01010101,Concepto #1451,H87,5,267.34,1336.7,Libre
01010101,Concepto #1452,H87,4,255.11,1020.44,Libre
01010101,Concepto #1453,H87,4,264.99,1059.96,Libre
01010101,Concepto #1454,H87,1,218.54,218.54,Libre
01010101,Concepto #1455,H87,5,156.72,783.6,Libre
01010101,Concepto #1456,H87,4,321.21,1284.84,Libre
01010101,Concepto #1457,H87,9,412.99,3716.91,Libre
01010101,Concepto #1458,H87,6,205.29,1231.74,Libre
01010101,Concepto #1459,H87,9,126.91,1142.19,Libre
01010101,Concepto #1460,H87,10,319.53,3195.3,Libre
01010101,Concepto #1461,H87,1,479.41,479.41,Libre
01010101,Concepto #1462,H87,1,119.72,119.72,Libre
01010101,Concepto #1463,H87,3,378.56,1135.68,Libre
01010101,Concepto #1464,H87,4,155.87,623.48,Libre
01010101,Concepto #1465,H87,10,216.62,2166.2,Libre
01010101,Concepto #1466,H87,5,98.79,493.95,Libre
01010101,Concepto #1467,H87,9,320.33,2882.97,Libre
01010101,Concepto #1468,H87,8,123.98,991.84,Libre
01010101,Concepto #1469,H87,4,257.84,1031.36,Libre
01010101,Concepto #1470,H87,1,160.99,160.99,Libre
01010101,Concepto #1471,H87,7,251.29,1759.03,Libre
01010101,Concepto #1472,H87,4,324.33,1297.32,Libre
01010101,Concepto #1473,H87,9,73.43,660.87,Libre
01010101,Concepto #1474,H87,2,333.93,667.86,Libre
01010101,Concepto #1475,H87,4,365.51,1462.04,Libre
01010101,Concepto #1476,H87,2,206.33,412.66,Libre
01010101,Concepto #1477,H87,4,483.9,1935.6,Libre
01010101,Concepto #1478,H87,5,100.77,503.85,Libre
01010101,Concepto #1479,H87,9,70.64,635.76,Libre
01010101,Concepto #1480,H87,8,250.64,2005.12,Libre
01010101,Concepto #1481,H87,2,457.46,914.92,Libre
01010101,Concepto #1482,H87,1,52.47,52.47,Libre
01010101,Concepto #1483,H87,9,302.61,2723.49,Libre
01010101,Concepto #1484,H87,6,99.85,599.1,Libre
01010101,Concepto #1485,H87,9,66.36,597.24,Libre
01010101,Concepto #1486,H87,5,304.52,1522.6,Libre
01010101,Concepto #1487,H87,1,480.57,480.57,Libre
01010101,Concepto #1488,H87,8,215.69,1725.52,Libre
01010101,Concepto #1489,H87,1,465.7,465.7,Libre
01010101,Concepto #1490,H87,10,221.46,2214.6,Libre
01010101,Concepto #1491,H87,7,140.83,985.81,Libre
01010101,Concepto #1492,H87,6,156.03,936.18,Libre
01010101,Concepto #1493,H87,7,348.12,2436.84,Libre
01010101,Concepto #1494,H87,8,164.96,1319.68,Libre
01010101,Concepto #1495,H87,8,296.12,2368.96,Libre
01010101,Concepto #1496,H87,7,111.31,779.17,Libre
01010101,Concepto #1497,H87,8,207.34,1658.72,Libre
01010101,Concepto #1498,H87,6,450.92,2705.52,Libre
01010101,Concepto #1499,H87,7,364.99,2554.93,Libre
01010101,Concepto #1500,H87,6,423.51,2541.06,Libre
01010101,Concepto #1501,H87,6,130.82,784.92,Libre
01010101,Concepto #1502,H87,8,171.36,1370.88,Libre
01010101,Concepto #1503,H87,9,362.62,3263.58,Libre
01010101,Concepto #1504,H87,8,202.94,1623.52,Libre
01010101,Concepto #1505,H87,7,81.63,571.41,Libre
01010101,Concepto #1506,H87,9,88.91,800.19,Libre
01010101,Concepto #1507,H87,3,124.13,372.39,Libre
01010101,Concepto #1508,H87,8,463.62,3708.96,Libre
01010101,Concepto #1509,H87,6,342.89,2057.34,Libre
01010101,Concepto #1510,H87,9,101.35,912.15,Libre
01010101,Concepto #1511,H87,3,380.57,1141.71,Libre
01010101,Concepto #1512,H87,1,287.74,287.74,Libre
01010101,Concepto #1513,H87,2,326.61,653.22,Libre
01010101,Concepto #1514,H87,9,275.38,2478.42,Libre
01010101,Concepto #1515,H87,6,366.25,2197.5,Libre
01010101,Concepto #1516,H87,2,399.86,799.72,Libre
01010101,Concepto #1517,H87,6,259.82,1558.92,Libre
01010101,Concepto #1518,H87,1,367.7,367.7,Libre
01010101,Concepto #1519,H87,1,145.47,145.47,Libre
01010101,Concepto #1520,H87,4,464.12,1856.48,Libre
01010101,Concepto #1521,H87,7,325.01,2275.07,Libre
01010101,Concepto #1522,H87,1,115.57,115.57,Libre
01010101,Concepto #1523,H87,8,117.29,938.32,Libre
01010101,Concepto #1524,H87,5,292.22,1461.1,Libre
01010101,Concepto #1525,H87,7,423.44,2964.08,Libre
01010101,Concepto #1526,H87,4,338.37,1353.48,Libre
01010101,Concepto #1527,H87,3,67.3,201.9,Libre
01010101,Concepto #1528,H87,4,264.03,1056.12,Libre
01010101,Concepto #1529,H87,7,409.98,2869.86,Libre
01010101,Concepto #1530,H87,5,426.73,2133.65,Libre
01010101,Concepto #1531,H87,3,289.66,868.98,Libre
01010101,Concepto #1532,H87,10,207.72,2077.2,Libre
01010101,Concepto #1533,H87,8,465.05,3720.4,Libre
01010101,Concepto #1534,H87,1,306.58,306.58,Libre
01010101,Concepto #1535,H87,2,420.84,841.68,Libre
01010101,Concepto #1536,H87,6,334.95,2009.7,Libre
01010101,Concepto #1537,H87,2,485.18,970.36,Libre
01010101,Concepto #1538,H87,7,221.34,1549.38,Libre
01010101,Concepto #1539,H87,1,347.71,347.71,Libre
01010101,Concepto #1540,H87,8,359.08,2872.64,Libre
01010101,Concepto #1541,H87,3,457.51,1372.53,Libre
01010101,Concepto #1542,H87,4,451.6,1806.4,Libre
01010101,Concepto #1543,H87,6,121.58,729.48,Libre
01010101,Concepto #1544,H87,10,376.11,3761.1,Libre
01010101,Concepto #1545,H87,2,231.82,463.64,Libre
01010101,Concepto #1546,H87,4,203.89,815.56,Libre
01010101,Concepto #1547,H87,7,255.61,1789.27,Libre
01010101,Concepto #1548,H87,2,274.18,548.36,Libre
01010101,Concepto #1549,H87,10,436.7,4367.0,Libre
01010101,Concepto #1550,H87,9,120.27,1082.43,Libre
01010101,Concepto #1551,H87,7,412.69,2888.83,Libre
01010101,Concepto #1552,H87,10,210.05,2100.5,Libre
01010101,Concepto #1553,H87,1,300.38,300.38,Libre
01010101,Concepto #1554,H87,2,174.63,349.26,Libre
01010101,Concepto #1555,H87,1,151.26,151.26,Libre
01010101,Concepto #1556,H87,3,243.08,729.24,Libre
01010101,Concepto #1557,H87,10,240.89,2408.9,Libre
01010101,Concepto #1558,H87,3,418.81,1256.43,Libre
01010101,Concepto #1559,H87,4,131.19,524.76,Libre
01010101,Concepto #1560,H87,8,188.06,1504.48,Libre
01010101,Concepto #1561,H87,2,64.76,129.52,Libre
01010101,Concepto #1562,H87,8,257.32,2058.56,Libre
01010101,Concepto #1563,H87,9,163.22,1468.98,Libre
01010101,Concepto #1564,H87,8,318.19,2545.52,Libre
01010101,Concepto #1565,H87,5,183.58,917.9,Libre
01010101,Concepto #1566,H87,9,65.97,593.73,Libre
01010101,Concepto #1567,H87,9,308.82,2779.38,Libre
01010101,Concepto #1568,H87,2,307.39,614.78,Libre
01010101,Concepto #1569,H87,6,224.95,1349.7,Libre
01010101,Concepto #1570,H87,5,461.61,2308.05,Libre
01010101,Concepto #1571,H87,8,212.91,1703.28,Libre
01010101,Concepto #1572,H87,6,284.32,1705.92,Libre
01010101,Concepto #1573,H87,1,114.29,114.29,Libre
01010101,Concepto #1574,H87,5,471.1,2355.5,Libre
01010101,Concepto #1575,H87,6,134.63,807.78,Libre
01010101,Concepto #1576,H87,7,471.78,3302.46,Libre
01010101,Concepto #1577,H87,10,236.91,2369.1,Libre
01010101,Concepto #1578,H87,5,368.03,1840.15,Libre
01010101,Concepto #1579,H87,9,328.2,2953.8,Libre
01010101,Concepto #1580,H87,6,50.15,300.9,Libre
01010101,Concepto #1581,H87,4,187.63,750.52,Libre
01010101,Concepto #1582,H87,5,401.29,2006.45,Libre
01010101,Concepto #1583,H87,6,244.97,1469.82,Libre
01010101,Concepto #1584,H87,7,196.21,1373.47,Libre
01010101,Concepto #1585,H87,7,121.01,847.07,Libre
01010101,Concepto #1586,H87,5,340.36,1701.8,Libre
01010101,Concepto #1587,H87,10,448.74,4487.4,Libre
01010101,Concepto #1588,H87,8,479.14,3833.12,Libre
01010101,Concepto #1589,H87,6,214.69,1288.14,Libre
01010101,Concepto #1590,H87,5,287.12,1435.6,Libre
01010101,Concepto #1591,H87,2,206.7,413.4,Libre
01010101,Concepto #1592,H87,10,418.34,4183.4,Libre
01010101,Concepto #1593,H87,6,274.86,1649.16,Libre
01010101,Concepto #1594,H87,2,239.65,479.3,Libre
01010101,Concepto #1595,H87,1,282.41,282.41,Libre
01010101,Concepto #1596,H87,8,455.92,3647.36,Libre
01010101,Concepto #1597,H87,4,301.18,1204.72,Libre
01010101,Concepto #1598,H87,3,114.54,343.62,Libre
01010101,Concepto #1599,H87,4,282.96,1131.84,Libre
01010101,Concepto #1600,H87,6,446.9,2681.4,Libre
01010101,Concepto #1601,H87,9,302.13,2719.17,Libre
01010101,Concepto #1602,H87,8,56.08,448.64,Libre
01010101,Concepto #1603,H87,6,398.34,2390.04,Libre
01010101,Concepto #1604,H87,4,462.7,1850.8,Libre
01010101,Concepto #1605,H87,1,459.37,459.37,Libre
01010101,Concepto #1606,H87,10,397.35,3973.5,Libre
01010101,Concepto #1607,H87,3,489.28,1467.84,Libre
01010101,Concepto #1608,H87,10,455.97,4559.7,Libre
01010101,Concepto #1609,H87,2,490.63,981.26,Libre
01010101,Concepto #1610,H87,3,300.66,901.98,Libre
01010101,Concepto #1611,H87,5,212.63,1063.15,Libre
01010101,Concepto #1612,H87,6,221.94,1331.64,Libre
01010101,Concepto #1613,H87,4,460.17,1840.68,Libre
01010101,Concepto #1614,H87,9,53.68,483.12,Libre
01010101,Concepto #1615,H87,10,285.04,2850.4,Libre
01010101,Concepto #1616,H87,10,497.99,4979.9,Libre
01010101,Concepto #1617,H87,9,71.59,644.31,Libre
01010101,Concepto #1618,H87,10,123.87,1238.7,Libre
01010101,Concepto #1619,H87,3,95.12,285.36,Libre
01010101,Concepto #1620,H87,3,292.04,876.12,Libre
01010101,Concepto #1621,H87,6,225.03,1350.18,Libre
01010101,Concepto #1622,H87,4,149.66,598.64,Libre
01010101,Concepto #1623,H87,8,437.03,3496.24,Libre
01010101,Concepto #1624,H87,2,295.52,591.04,Libre
01010101,Concepto #1625,H87,3,378.03,1134.09,Libre
01010101,Concepto #1626,H87,10,119.07,1190.7,Libre
01010101,Concepto #1627,H87,5,365.18,1825.9,Libre
01010101,Concepto #1628,H87,2,454.71,909.42,Libre
01010101,Concepto #1629,H87,9,212.68,1914.12,Libre
01010101,Concepto #1630,H87,9,273.93,2465.37,Libre
01010101,Concepto #1631,H87,4,145.26,581.04,Libre
01010101,Concepto #1632,H87,9,225.64,2030.76,Libre
01010101,Concepto #1633,H87,6,339.86,2039.16,Libre
01010101,Concepto #1634,H87,5,117.69,588.45,Libre
01010101,Concepto #1635,H87,2,217.56,435.12,Libre
01010101,Concepto #1636,H87,6,228.73,1372.38,Libre
01010101,Concepto #1637,H87,2,403.83,807.66,Libre
01010101,Concepto #1638,H87,2,465.61,931.22,Libre
01010101,Concepto #1639,H87,7,252.77,1769.39,Libre
01010101,Concepto #1640,H87,6,419.8,2518.8,Libre
01010101,Concepto #1641,H87,3,331.0,993.0,Libre
01010101,Concepto #1642,H87,10,468.2,4682.0,Libre
01010101,Concepto #1643,H87,10,391.91,3919.1,Libre
01010101,Concepto #1644,H87,7,251.82,1762.74,Libre
01010101,Concepto #1645,H87,8,160.5,1284.0,Libre
01010101,Concepto #1646,H87,6,140.87,845.22,Libre
01010101,Concepto #1647,H87,7,123.48,864.36,Libre
01010101,Concepto #1648,H87,3,449.07,1347.21,Libre
01010101,Concepto #1649,H87,7,105.0,735.0,Libre
01010101,Concepto #1650,H87,5,112.16,560.8,Libre
01010101,Concepto #1651,H87,6,219.04,1314.24,Libre
01010101,Concepto #1652,H87,5,159.16,795.8,Libre
01010101,Concepto #1653,H87,1,74.05,74.05,Libre
01010101,Concepto #1654,H87,8,288.65,2309.2,Libre
01010101,Concepto #1655,H87,10,295.18,2951.8,Libre
01010101,Concepto #1656,H87,5,388.24,1941.2,Libre
01010101,Concepto #1657,H87,7,307.61,2153.27,Libre
01010101,Concepto #1658,H87,9,416.18,3745.62,Libre
01010101,Concepto #1659,H87,5,377.27,1886.35,Libre
01010101,Concepto #1660,H87,6,464.85,2789.1,Libre
01010101,Concepto #1661,H87,5,73.53,367.65,Libre
01010101,Concepto #1662,H87,5,314.95,1574.75,Libre
01010101,Concepto #1663,H87,6,244.24,1465.44,Libre
01010101,Concepto #1664,H87,4,452.9,1811.6,Libre
01010101,Concepto #1665,H87,6,312.1,1872.6,Libre
01010101,Concepto #1666,H87,1,207.34,207.34,Libre
01010101,Concepto #1667,H87,2,155.49,310.98,Libre
01010101,Concepto #1668,H87,1,177.87,177.87,Libre
01010101,Concepto #1669,H87,3,397.26,1191.78,Libre
01010101,Concepto #1670,H87,9,283.26,2549.34,Libre
01010101,Concepto #1671,H87,7,485.77,3400.39,Libre
01010101,Concepto #1672,H87,2,373.01,746.02,Libre
01010101,Concepto #1673,H87,5,458.91,2294.55,Libre
01010101,Concepto #1674,H87,8,341.17,2729.36,Libre
01010101,Concepto #1675,H87,4,424.01,1696.04,Libre
01010101,Concepto #1676,H87,6,149.85,899.1,Libre
01010101,Concepto #1677,H87,9,446.04,4014.36,Libre
01010101,Concepto #1678,H87,5,224.77,1123.85,Libre
01010101,Concepto #1679,H87,2,216.85,433.7,Libre
01010101,Concepto #1680,H87,8,493.6,3948.8,Libre
01010101,Concepto #1681,H87,2,437.33,874.66,Libre
01010101,Concepto #1682,H87,1,333.95,333.95,Libre
01010101,Concepto #1683,H87,1,196.56,196.56,Libre
01010101,Concepto #1684,H87,3,50.48,151.44,Libre
01010101,Concepto #1685,H87,10,415.95,4159.5,Libre
01010101,Concepto #1686,H87,5,58.24,291.2,Libre
01010101,Concepto #1687,H87,8,229.54,1836.32,Libre
01010101,Concepto #1688,H87,4,369.98,1479.92,Libre
01010101,Concepto #1689,H87,6,123.3,739.8,Libre
01010101,Concepto #1690,H87,4,220.97,883.88,Libre
01010101,Concepto #1691,H87,6,103.58,621.48,Libre
01010101,Concepto #1692,H87,2,161.3,322.6,Libre
01010101,Concepto #1693,H87,4,198.58,794.32,Libre
01010101,Concepto #1694,H87,7,267.03,1869.21,Libre
01010101,Concepto #1695,H87,4,124.78,499.12,Libre
01010101,Concepto #1696,H87,6,262.43,1574.58,Libre
01010101,Concepto #1697,H87,2,288.08,576.16,Libre
01010101,Concepto #1698,H87,5,52.19,260.95,Libre
01010101,Concepto #1699,H87,9,307.85,2770.65,Libre
01010101,Concepto #1700,H87,10,53.47,534.7,Libre
01010101,Concepto #1701,H87,7,325.1,2275.7,Libre
01010101,Concepto #1702,H87,8,307.34,2458.72,Libre
01010101,Concepto #1703,H87,9,108.31,974.79,Libre
01010101,Concepto #1704,H87,8,141.92,1135.36,Libre
01010101,Concepto #1705,H87,7,401.53,2810.71,Libre
01010101,Concepto #1706,H87,5,143.76,718.8,Libre
01010101,Concepto #1707,H87,1,413.68,413.68,Libre
01010101,Concepto #1708,H87,6,466.26,2797.56,Libre
01010101,Concepto #1709,H87,9,469.75,4227.75,Libre
01010101,Concepto #1710,H87,7,293.95,2057.65,Libre
01010101,Concepto #1711,H87,5,323.69,1618.45,Libre
01010101,Concepto #1712,H87,1,265.95,265.95,Libre
01010101,Concepto #1713,H87,6,267.54,1605.24,Libre
01010101,Concepto #1714,H87,7,325.61,2279.27,Libre
01010101,Concepto #1715,H87,4,425.22,1700.88,Libre
01010101,Concepto #1716,H87,10,395.8,3958.0,Libre
01010101,Concepto #1717,H87,7,438.45,3069.15,Libre
01010101,Concepto #1718,H87,8,178.3,1426.4,Libre
01010101,Concepto #1719,H87,7,389.69,2727.83,Libre
01010101,Concepto #1720,H87,6,256.76,1540.56,Libre
01010101,Concepto #1721,H87,1,337.08,337.08,Libre
01010101,Concepto #1722,H87,7,54.92,384.44,Libre
01010101,Concepto #1723,H87,9,329.39,2964.51,Libre
01010101,Concepto #1724,H87,10,340.84,3408.4,Libre
01010101,Concepto #1725,H87,2,97.83,195.66,Libre
01010101,Concepto #1726,H87,10,346.19,3461.9,Libre
01010101,Concepto #1727,H87,8,170.99,1367.92,Libre
01010101,Concepto #1728,H87,3,141.66,424.98,Libre
01010101,Concepto #1729,H87,7,379.92,2659.44,Libre
01010101,Concepto #1730,H87,4,476.4,1905.6,Libre
01010101,Concepto #1731,H87,5,395.69,1978.45,Libre
01010101,Concepto #1732,H87,4,253.69,1014.76,Libre
01010101,Concepto #1733,H87,7,399.33,2795.31,Libre
01010101,Concepto #1734,H87,9,75.58,680.22,Libre
01010101,Concepto #1735,H87,4,481.12,1924.48,Libre
01010101,Concepto #1736,H87,7,429.02,3003.14,Libre
01010101,Concepto #1737,H87,2,63.3,126.6,Libre
01010101,Concepto #1738,H87,6,221.66,1329.96,Libre
01010101,Concepto #1739,H87,10,379.63,3796.3,Libre
01010101,Concepto #1740,H87,8,295.59,2364.72,Libre
01010101,Concepto #1741,H87,4,364.05,1456.2,Libre
01010101,Concepto #1742,H87,1,144.81,144.81,Libre
01010101,Concepto #1743,H87,4,158.4,633.6,Libre
01010101,Concepto #1744,H87,5,359.82,1799.1,Libre
01010101,Concepto #1745,H87,10,495.52,4955.2,Libre
01010101,Concepto #1746,H87,8,282.29,2258.32,Libre
01010101,Concepto #1747,H87,4,266.56,1066.24,Libre
01010101,Concepto #1748,H87,3,184.43,553.29,Libre
01010101,Concepto #1749,H87,9,56.06,504.54,Libre
01010101,Concepto #1750,H87,1,123.62,123.62,Libre
01010101,Concepto #1751,H87,3,286.2,858.6,Libre
01010101,Concepto #1752,H87,5,229.02,1145.1,Libre
01010101,Concepto #1753,H87,5,443.66,2218.3,Libre
01010101,Concepto #1754,H87,6,210.39,1262.34,Libre
01010101,Concepto #1755,H87,6,69.52,417.12,Libre
01010101,Concepto #1756,H87,1,420.98,420.98,Libre
01010101,Concepto #1757,H87,4,171.01,684.04,Libre
01010101,Concepto #1758,H87,5,325.23,1626.15,Libre
01010101,Concepto #1759,H87,3,210.73,632.19,Libre
01010101,Concepto #1760,H87,6,62.89,377.34,Libre
01010101,Concepto #1761,H87,2,339.11,678.22,Libre
01010101,Concepto #1762,H87,8,227.0,1816.0,Libre
01010101,Concepto #1763,H87,5,258.95,1294.75,Libre
01010101,Concepto #1764,H87,8,438.81,3510.48,Libre
01010101,Concepto #1765,H87,7,155.68,1089.76,Libre
01010101,Concepto #1766,H87,7,397.88,2785.16,Libre
01010101,Concepto #1767,H87,5,306.94,1534.7,Libre
01010101,Concepto #1768,H87,5,190.98,954.9,Libre
01010101,Concepto #1769,H87,9,439.13,3952.17,Libre
01010101,Concepto #1770,H87,3,319.76,959.28,Libre
01010101,Concepto #1771,H87,7,86.9,608.3,Libre
01010101,Concepto #1772,H87,6,135.7,814.2,Libre
01010101,Concepto #1773,H87,3,186.65,559.95,Libre
01010101,Concepto #1774,H87,5,359.45,1797.25,Libre
01010101,Concepto #1775,H87,3,334.1,1002.3,Libre
01010101,Concepto #1776,H87,6,471.07,2826.42,Libre
01010101,Concepto #1777,H87,3,338.08,1014.24,Libre
01010101,Concepto #1778,H87,1,167.44,167.44,Libre
01010101,Concepto #1779,H87,6,494.75,2968.5,Libre
01010101,Concepto #1780,H87,4,305.0,1220.0,Libre
01010101,Concepto #1781,H87,4,206.48,825.92,Libre
01010101,Concepto #1782,H87,6,123.12,738.72,Libre
01010101,Concepto #1783,H87,9,155.4,1398.6,Libre
01010101,Concepto #1784,H87,7,63.73,446.11,Libre
01010101,Concepto #1785,H87,1,259.2,259.2,Libre
01010101,Concepto #1786,H87,10,267.23,2672.3,Libre
01010101,Concepto #1787,H87,3,408.57,1225.71,Libre
01010101,Concepto #1788,H87,5,423.61,2118.05,Libre
01010101,Concepto #1789,H87,7,126.03,882.21,Libre
01010101,Concepto #1790,H87,4,355.09,1420.36,Libre
01010101,Concepto #1791,H87,10,300.35,3003.5,Libre
01010101,Concepto #1792,H87,7,476.04,3332.28,Libre
01010101,Concepto #1793,H87,4,91.94,367.76,Libre
01010101,Concepto #1794,H87,2,443.38,886.76,Libre
01010101,Concepto #1795,H87,8,281.38,2251.04,Libre
01010101,Concepto #1796,H87,6,132.47,794.82,Libre
01010101,Concepto #1797,H87,1,183.39,183.39,Libre
01010101,Concepto #1798,H87,8,92.61,740.88,Libre
01010101,Concepto #1799,H87,5,442.57,2212.85,Libre
01010101,Concepto #1800,H87,10,72.69,726.9,Libre
01010101,Concepto #1801,H87,9,66.78,601.02,Libre
01010101,Concepto #1802,H87,8,481.05,3848.4,Libre
01010101,Concepto #1803,H87,7,349.19,2444.33,Libre
01010101,Concepto #1804,H87,7,319.38,2235.66,Libre
01010101,Concepto #1805,H87,6,467.83,2806.98,Libre
01010101,Concepto #1806,H87,10,220.38,2203.8,Libre
01010101,Concepto #1807,H87,4,366.3,1465.2,Libre
01010101,Concepto #1808,H87,10,424.92,4249.2,Libre
01010101,Concepto #1809,H87,8,391.26,3130.08,Libre
01010101,Concepto #1810,H87,10,306.49,3064.9,Libre
01010101,Concepto #1811,H87,5,165.44,827.2,Libre
01010101,Concepto #1812,H87,3,490.21,1470.63,Libre
01010101,Concepto #1813,H87,7,422.2,2955.4,Libre
01010101,Concepto #1814,H87,3,473.95,1421.85,Libre
01010101,Concepto #1815,H87,10,413.65,4136.5,Libre
01010101,Concepto #1816,H87,6,259.43,1556.58,Libre
01010101,Concepto #1817,H87,6,425.6,2553.6,Libre
01010101,Concepto #1818,H87,8,350.29,2802.32,Libre
01010101,Concepto #1819,H87,1,338.03,338.03,Libre
01010101,Concepto #1820,H87,5,156.95,784.75,Libre
01010101,Concepto #1821,H87,3,105.79,317.37,Libre
01010101,Concepto #1822,H87,4,180.63,722.52,Libre
01010101,Concepto #1823,H87,7,126.66,886.62,Libre
01010101,Concepto #1824,H87,1,265.76,265.76,Libre
01010101,Concepto #1825,H87,1,346.16,346.16,Libre
01010101,Concepto #1826,H87,9,100.61,905.49,Libre
01010101,Concepto #1827,H87,1,225.54,225.54,Libre
01010101,Concepto #1828,H87,7,374.08,2618.56,Libre
01010101,Concepto #1829,H87,5,240.39,1201.95,Libre
01010101,Concepto #1830,H87,4,54.67,218.68,Libre
01010101,Concepto #1831,H87,2,147.87,295.74,Libre
01010101,Concepto #1832,H87,10,154.27,1542.7,Libre
01010101,Concepto #1833,H87,8,237.46,1899.68,Libre
01010101,Concepto #1834,H87,2,292.9,585.8,Libre
01010101,Concepto #1835,H87,9,302.38,2721.42,Libre
01010101,Concepto #1836,H87,10,148.31,1483.1,Libre
01010101,Concepto #1837,H87,8,427.17,3417.36,Libre
01010101,Concepto #1838,H87,5,450.82,2254.1,Libre
01010101,Concepto #1839,H87,4,484.6,1938.4,Libre
01010101,Concepto #1840,H87,4,51.75,207.0,Libre
01010101,Concepto #1841,H87,6,479.78,2878.68,Libre
01010101,Concepto #1842,H87,7,263.97,1847.79,Libre
01010101,Concepto #1843,H87,3,433.92,1301.76,Libre
01010101,Concepto #1844,H87,5,346.8,1734.0,Libre
01010101,Concepto #1845,H87,3,166.66,499.98,Libre
01010101,Concepto #1846,H87,7,328.85,2301.95,Libre
01010101,Concepto #1847,H87,5,449.37,2246.85,Libre
01010101,Concepto #1848,H87,9,463.79,4174.11,Libre
01010101,Concepto #1849,H87,9,440.75,3966.75,Libre
01010101,Concepto #1850,H87,2,148.97,297.94,Libre
01010101,Concepto #1851,H87,10,389.38,3893.8,Libre
01010101,Concepto #1852,H87,6,140.58,843.48,Libre
01010101,Concepto #1853,H87,2,126.74,253.48,Libre
01010101,Concepto #1854,H87,2,405.23,810.46,Libre
01010101,Concepto #1855,H87,3,334.84,1004.52,Libre
01010101,Concepto #1856,H87,5,197.03,985.15,Libre
01010101,Concepto #1857,H87,6,53.33,319.98,Libre
01010101,Concepto #1858,H87,1,250.43,250.43,Libre
01010101,Concepto #1859,H87,6,204.62,1227.72,Libre
01010101,Concepto #1860,H87,7,489.49,3426.43,Libre
01010101,Concepto #1861,H87,7,217.12,1519.84,Libre
01010101,Concepto #1862,H87,9,426.33,3836.97,Libre
01010101,Concepto #1863,H87,2,212.71,425.42,Libre
01010101,Concepto #1864,H87,7,161.16,1128.12,Libre
01010101,Concepto #1865,H87,1,227.15,227.15,Libre
01010101,Concepto #1866,H87,4,275.19,1100.76,Libre
01010101,Concepto #1867,H87,7,79.29,555.03,Libre
01010101,Concepto #1868,H87,5,357.13,1785.65,Libre
01010101,Concepto #1869,H87,10,363.41,3634.1,Libre
01010101,Concepto #1870,H87,5,163.34,816.7,Libre
01010101,Concepto #1871,H87,7,316.08,2212.56,Libre
01010101,Concepto #1872,H87,9,360.35,3243.15,Libre
01010101,Concepto #1873,H87,9,301.57,2714.13,Libre
01010101,Concepto #1874,H87,4,70.59,282.36,Libre
01010101,Concepto #1875,H87,1,98.46,98.46,Libre
01010101,Concepto #1876,H87,9,81.42,732.78,Libre
01010101,Concepto #1877,H87,9,294.22,2647.98,Libre
01010101,Concepto #1878,H87,6,491.27,2947.62,Libre
01010101,Concepto #1879,H87,10,190.16,1901.6,Libre
01010101,Concepto #1880,H87,2,425.63,851.26,Libre
01010101,Concepto #1881,H87,4,349.26,1397.04,Libre
01010101,Concepto #1882,H87,9,366.5,3298.5,Libre
01010101,Concepto #1883,H87,10,306.29,3062.9,Libre
01010101,Concepto #1884,H87,6,416.94,2501.64,Libre
01010101,Concepto #1885,H87,6,88.31,529.86,Libre
01010101,Concepto #1886,H87,10,488.67,4886.7,Libre
01010101,Concepto #1887,H87,4,214.32,857.28,Libre
01010101,Concepto #1888,H87,6,284.1,1704.6,Libre
01010101,Concepto #1889,H87,4,96.47,385.88,Libre
01010101,Concepto #1890,H87,2,177.55,355.1,Libre
01010101,Concepto #1891,H87,3,376.9,1130.7,Libre
01010101,Concepto #1892,H87,1,377.78,377.78,Libre
01010101,Concepto #1893,H87,6,300.16,1800.96,Libre
01010101,Concepto #1894,H87,8,271.77,2174.16,Libre
01010101,Concepto #1895,H87,8,466.81,3734.48,Libre
01010101,Concepto #1896,H87,9,457.36,4116.24,Libre
01010101,Concepto #1897,H87,9,118.53,1066.77,Libre
01010101,Concepto #1898,H87,10,385.15,3851.5,Libre
01010101,Concepto #1899,H87,8,370.83,2966.64,Libre
01010101,Concepto #1900,H87,10,157.36,1573.6,Libre
01010101,Concepto #1901,H87,2,218.69,437.38,Libre
01010101,Concepto #1902,H87,3,119.46,358.38,Libre
01010101,Concepto #1903,H87,2,179.27,358.54,Libre
01010101,Concepto #1904,H87,3,410.43,1231.29,Libre
01010101,Concepto #1905,H87,7,164.5,1151.5,Libre
01010101,Concepto #1906,H87,9,278.78,2509.02,Libre
01010101,Concepto #1907,H87,5,53.91,269.55,Libre
01010101,Concepto #1908,H87,9,342.05,3078.45,Libre
01010101,Concepto #1909,H87,8,303.32,2426.56,Libre
01010101,Concepto #1910,H87,2,342.33,684.66,Libre
01010101,Concepto #1911,H87,7,51.07,357.49,Libre
01010101,Concepto #1912,H87,1,101.66,101.66,Libre
01010101,Concepto #1913,H87,5,135.57,677.85,Libre
01010101,Concepto #1914,H87,2,56.08,112.16,Libre
01010101,Concepto #1915,H87,7,464.83,3253.81,Libre
01010101,Concepto #1916,H87,5,325.75,1628.75,Libre
01010101,Concepto #1917,H87,4,468.0,1872.0,Libre
01010101,Concepto #1918,H87,8,392.53,3140.24,Libre
01010101,Concepto #1919,H87,6,399.85,2399.1,Libre
01010101,Concepto #1920,H87,2,242.58,485.16,Libre
01010101,Concepto #1921,H87,6,275.07,1650.42,Libre
